名稱,狀態,預計行動,Create Task,URL,已建立Task,紀錄原因,標籤,建立時間,Note
"影片 | Facebook
Perplexity Finance 剛升級了！股票、加密貨幣、ETF、指數和商品的資產頁面。還有觀察清單 + 價格警報！你的一站式投資神器來了！",Not started,,,https://www.facebook.com/watch/?v=1097655488380170&rdid=nw7bFkIC5zsCHhEo,,,,"August 4, 2025 4:46 PM",
影片 | Facebook,Not started,,,https://www.facebook.com/watch/?v=1097655488380170&rdid=nw7bFkIC5zsCHhEo,,,,"August 4, 2025 4:46 PM",
"Threads 上的 Sliven（@sliven0722）. Google 開源 LangExtract：一個從非結構化文字中抽取結構化資訊的 Python 工具

Google 最近開源了一套叫做 LangExtract 的 Python 函式庫，專門用來從各種自然語言文本中抽出有結構的資訊，特別適合需要處理大量文字資料的工程師與研究人員使用。

這個工具的幾個亮點如下：
1.	長文本最佳化
針對新聞、報告、書籍這類超長內容，做了特別處理，大幅提升了召回率與處理效率。
2.	實體定位能力
每一個抽取出來的實體，都能精確對應到原始文字的具體位置，這對於後續驗證與人工審核非常實用。
3.	支援雲端與本地模型
可以搭配雲端大型語言模型（如 ChatGPT、Claude），也能使用自訓練的本地模型，依照資源彈性部署。
4.	少量範例即可應用
不需要大規模標註資料，只需少數幾個示例，就能快速適配特定領域，像是醫療、法律、財經等。
5.	自動產出 HTML 結果頁
抽取完的結果可以直接生成 HTML 介面，清楚呈現幾千甚至幾萬筆實… 更多",Not started,,,https://www.threads.com/@sliven0722/post/DM4qfQ8Kefv?xmt=AQF0PPEURcGh49wjrsdvFW_EzQ-1F8Pf0qKIKm2NVD6Wnw,,,,"August 3, 2025 6:52 PM",
PamPam City：打造專屬互動地圖的 AI 地圖製作平台 | 網路資源 | DeTools 工具死神,Not started,,,https://tools.wingzero.tw/article/sn/3368?fbclid=IwQ0xDSwL8AjxleHRuA2FlbQIxMQABHpqunx0ZKpsGs8yqnsNjyOa0mbyhvYWkoKIjqAb5d1Wb2Fb-3nipIzGlAnDK_aem_iygIi9THGzaYbzO4CgP3Ag,,,,"August 3, 2025 4:51 PM",
"Vibe 免費 OpenAI Whisper 語音轉文字工具介紹
Vibe 是一款免費且開源的語音轉文字工具，基於 OpenAI 的 Whisper 模型，支援中文介面及 YouTube 影片轉錄功能，適用於 Windows 和 Mac 系統。以下是該工具的主要特點和使用方法。
主要特點
 * 完全免費：無需支付任何費用即可使用。
 * 簡單操作：即使對電腦不熟悉的用戶也能輕鬆上手。
 * 多種轉錄模式：
 * 麥克風錄音
 * 匯入音訊檔案
 * YouTube 影片轉錄
 * 多國語言支援：支援繁體中文、簡體中文等多種語言。
 * 快速轉錄：針對 Nvidia、AMD 和 Intel GPU 進行優化，轉錄速度快。
使用步驟
 1. 下載與安裝：
 * 前往 Vibe GitHub 專案 [https://github.com/thewh1teagle/vibe?tab=readme-ov-file] 下載安裝檔。
 * 安裝後，工具會自動下載所需的 Whisper 模型。
 2. 選擇轉錄模式：
 * 打開 Vibe，選擇三種模式之一：麥克風、匯入檔案或 YouTube 轉錄。
 3. 設定語言：
 * 在匯入檔案轉錄時，選擇要轉錄的語言（如中文）。
 * 可以在設定中調整介面語言為繁體中文或簡體中文。
 4. 開始轉錄：
 * 選擇檔案後，點擊「Transcribe」開始轉錄。
 * 轉錄完成後，會顯示所有轉錄文字，並提供複製、下載和列印功能。
 5. 保存格式：
 * 支援多種檔案格式保存，包括 Text、HTML、PDF、DOCX、SRT、VTT 和 JSON。
附加功能
 * 演講者辨識：可辨識不同講者的語音。
 * AI 摘要：支援 Ollama 和 Claude 的摘要功能。
 * 翻譯選項：可將其他語言翻譯成英文，但不支援翻譯成中文。
Vibe 是一個功能強大且易於使用的工具，適合需要語音轉文字功能的用戶，無論是學術研究、內容創作還是日常使用，都能提供便利的服務。
  https://www.facebook.com/share/1Aha886tw9/?mibextid=wwXIfr",Not started,,,,,,,"August 3, 2025 4:39 PM",
"李哈利Harry Lee 在 Instagram: ""留言「API」获取3个免费AI API密钥网站 如果您仍在为AI API密钥付费，可能正在浪费资金。我曾每月花费大量预算支付API费用，就像明明厨房有水龙头却坚持购买瓶装水一样。 好消息是，现在您可以免费获取顶级AI模型的API密钥，无需信用卡或隐藏费用，注册即可使用。 以下是三个提供免费API密钥的网站： Google AI Studio 上周亲测：注册仅需5分钟，提供免费API密钥支持所有最新模型（包括Gemini 2.5）。如同获得Google AI游乐场的全通票，可自由测试和开发而无需担心费用。 OpenRouter AI模型自助餐：一次注册即可访问50+模型（DeepSeek R1/Kimi/Qwen 3等）。优势： ✓ 无需管理多个密钥 ✓ 快速简单设置 ✓ 方便横向对比不同模型 Groq 专注轻量高速模型，曾用它为朋友网站搭建聊天机器人。API响应迅速无延迟，提供DeepSeek/Llama/Mistral等即用型模型。 既然有免费选择，为何还要付费？就像电影已在线上免费播放却坚持购票入场。如果您仍在支付AI访问费用，不妨尝试这些替代方案——我的钱包因此得救，您的可能也会。 影片内容使用了AI生成技术 #API密钥 #DeepSeek #通义千问 #Groq平台 #OpenRouter #Gemini模型 #AI工具 #开发者资源 #AI新星计划""",Not started,,,https://www.instagram.com/reel/DMwgxX9B8f-/?igsh=dzN5OXgzZ3VxOHln,,,,"August 3, 2025 1:34 PM",
Generative AI 技術交流中心 | ▋ Claude Code Best Practice 最佳實踐 | Facebook,Not started,,,https://www.facebook.com/groups/gaitech/permalink/1450270152823862/?rdid=x1uD3zQ5CxU758h9&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2Fp%2F1JjXAdvJT8%2F,,,,"August 3, 2025 11:06 AM",
你可能不曾使用過的 10 個 Windows 實用工具，這是它們的作用和開啟方法,Not started,,,https://www.koc.com.tw/archives/607345,,,,"August 2, 2025 2:09 PM",
https://www.facebook.com/share/v/1AW9DdM6eG/?mibextid=wwXIfr,Not started,,,,,,,"August 2, 2025 1:34 AM",
"黑客Jack 在 Instagram: ""#黑客最爱的搜索引擎，你使用过吗？|||#黑客最爱的搜索引擎，你使用过吗？ �#黑客 ��#网络安全 � �#科普 � �#互联网 �""",Not started,,,https://www.instagram.com/reel/DLmZ-e1Nc_7/?igsh=M3AzdGpybzNmM25o,,,,"August 1, 2025 6:35 PM",
"黑客Jack 在 Instagram: ""自学黑客技术，看这5本书就够了|||�#黑客[话题]#� �#黑客技术[话题]#� �#网络安全[话题]#� �#程序员[话题]#� �#黑客入门[话题]""",Not started,,,https://www.instagram.com/reel/DMnIBCtNLCL/?igsh=MXZnc3lhazV6dGl6Nw==,,,,"August 1, 2025 6:28 PM",
"本本身｜牛角經絡調理 • Meridians massage 在 Instagram: ""꒰ 圓肩的可能原因之一：筋膜💡꒱ 原影片創作者👉 @drjoedamiani 此為使用IG 「混搭」功能，後製上字幕分享 ➜ 原創作者沒有開放此影片的音訊🔊 所以放背景音樂替代 - ꒰ 筋膜 ꒱ 是人體內的一種由「排列緊密的膠原纖維」 🧶 所組成的 「緻密結締組織」 具有彈性、由淺而深的遍及全身 覆蓋於肌肉、神經、血管、內臟、頭及腦🧠的周圍 像是一套身體的全身緊身衣 拉住任意一個地方，就有可能造成遠處一區的張力改變 體現了「牽一髮動全身」的整體性！ 這層網狀結構，如果失去滑動能力 彼此之間糾纏在一起，或是與肌肉黏在一起🕸️ 就可能產生疼痛、僵硬、活動受限等不適感 ꒰ 平常可以怎麼簡單保養筋膜呢！🧶 ꒱ ➊ 多喝水💧 筋膜的主要成分之一是水(其實不只筋膜整個身體都是XD) 身體長期處於水分不足的情況 筋膜就無法維持健康彈性狀態🍮 整個人容易感覺，像是被失去彈性的緊身衣緊緊纏住😵‍💫 調理完會鼓勵大家多喝水，也是這個原因💧 ➋ 適當活動、伸展🙆‍♀️ (保持活動也是維持彈性的重要關鍵) ➌ 補充膠原蛋白與水果 （促進身體修復與抗氧化) ➍ 定期按摩身體💆‍♀️ 可以自己使用滾筒放鬆、或是使用手邊順手的工具 促進氣血循環，幫助身體每處的筋膜肌肉能得到營養🍚 ﹋ ﾉ 牛 角 經 絡 調 理 ﾉ 📍高雄市仁武區永新二街 (榮總騎車約5分鐘) ฺ 一人工作室，採完全預約制 ฺ 官方𝐿𝐼𝑁𝐸 : @795cudxh ( 𝐼𝐺訊息容易被吃掉𝑄𝑄) ﹋ #經絡調理 #經絡養生 #經絡按摩 #高雄按摩 #高雄經絡調理 #全身調理 #仁武按摩 #全身放鬆 #肩頸放鬆 #kaohsiungmassage""",Not started,,,https://www.instagram.com/reel/DMwtjZpzGi4/?igsh=MTFmMnhvZ3NmZHlvbw==,,,,"August 1, 2025 3:44 PM",
(66) 引導Model的人像攝影3大秘訣，拍出自然清新好照片！相機手機都適用！比新竹17公里海岸線的風更狂的引導方式！全台獨家，客家話引導拍照教學。#人像攝影 #拍照技巧 #拍照教學 - YouTube,Not started,,,https://www.youtube.com/watch?v=YFwhg1iXA3w,,,,"August 1, 2025 12:56 PM",
(66) 台北一日8個輕鬆到達又好拍的免費景點，攝影師帶你去！#環南舊公寓 #南機場 #青田街 #波士頓理髮廳 #永康公園 #八德停車場 By Tamron 35-150mm F2-2.8 Di III VXD - YouTube,Not started,,,https://www.youtube.com/watch?v=wibivNE7fTU,,,,"August 1, 2025 12:56 PM",
🚀 Claude Code 讓工作效率革命性提升：1 個月後提煉出的 7... - Tenten - Product Agency | Facebook,Not started,,,https://www.facebook.com/tentencreative/posts/1213343657497041?rdid=uvGmdiwJ5eW7rUmo,,,,"August 1, 2025 11:29 AM",
https://www.facebook.com/share/p/16vNFXHih9/?mibextid=wwXIfr,Not started,,,,,,,"July 31, 2025 11:36 PM",
劉依語 - Claude Code 使用心得： 1. 在 CLAUDE.md 加了「請務必測試。」之後，順！ 2.... | Facebook,Not started,,,https://www.facebook.com/mosky.liu/posts/10231112781344720?rdid=ER3IE69pqGELOHIG,,,,"July 31, 2025 11:35 AM",
"Lucid.app：方便製作 Mind map、FlowChart、ER 圖等資訊圖表的線上協作工具，結合 AI 並能把設計好的 ER 圖匯出成資料庫檔案 ",Done,備查,,https://tools.wingzero.tw/article/sn/1124?fbclid=IwY2xjawL1bBRleHRuA2FlbQIxMQABHkDI3d-hzmcd9N8V8zqU07qgyLd90RtEi8xUlxfFI03CO5oeJm64aqEpUaIm_aem_i4ZXQOM6aGq2az7MCjoVdw,"Lucid.app：方便製作 Mind map、FlowChart、ER 圖等資訊圖表的線上協作工具，結合 AI 並能把設計好的 ER 圖匯出成資料庫檔案   (https://www.notion.so/Lucid-app-Mind-map-FlowChart-ER-AI-ER-24545cd11e8580ad878eec898ebed5f0?pvs=21) ",,,"July 29, 2025 4:57 PM",
"獨創科技「鍍膜」功效
清潔後在表面形成一層保護膜
像打蠟一樣，讓水垢、皂垢難附著，洗一次撐很久
還有植萃配方，淡淡清香、還能屈蟲、溫和不傷手",Done,備查,,https://www.facebook.com/cheapAOE/videos/1274313534310207/?rdid=a5kllqhtVJi5ZAjj,"獨創科技「鍍膜」功效
清潔後在表面形成一層保護膜
像打蠟一樣，讓水垢、皂垢難附著，洗一次撐很久
還有植萃配方，淡淡清香、還能屈蟲、溫和不傷手  (https://www.notion.so/24545cd11e8580639680c4659cc60943?pvs=21) ",,,"July 29, 2025 1:26 PM",
AI 工具與網站設計開發研究社𓂀寫扣 x 教學 x 講幹話 | # uMap：以 OpenStreetMap 為基礎的免費開源地圖工具 | Facebook,Not started,,,https://www.facebook.com/groups/366863238003058/permalink/1496079515081419/?rdid=hvruVAzaWv2Zs4z3&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2Fp%2F16bmEri1K3%2F,,,,"July 29, 2025 12:51 PM",
艾德的單板滑雪課程 - 艾德可樂 EDOCOLALA - Medium,Not started,,,https://edocolala.medium.com/%E8%89%BE%E5%BE%B7%E7%9A%84%E5%96%AE%E6%9D%BF%E6%BB%91%E9%9B%AA%E8%AA%B2%E7%A8%8B-9251a9b8ccb2,,,,"July 29, 2025 12:13 PM",
"斯特AI 在 Instagram: ""#干货分享#自媒体工具#自媒体#ai#工具箱""",Not started,,,https://www.instagram.com/reel/DLL7UHCJ0ig/?igsh=bnM1Nzh0aWw4cmI2,,,,"July 29, 2025 12:06 PM",
"Eason Chen 在 Instagram: ""【樂仔Levi的作品】賭上我一輩子的 髮型教程！# 男士造型 #男士发型 #微分碎蓋 #素顏""",Done,"備查, 短影音觀看",,https://www.instagram.com/reel/DMC4ZT9TMhI/?igsh=MW9iNTNkd21rMXg3cQ==,"Eason Chen 在 Instagram: ""【樂仔Levi的作品】賭上我一輩子的 髮型教程！# 男士造型 #男士发型 #微分碎蓋 #素顏""  (https://www.notion.so/Eason-Chen-Instagram-Levi-24445cd11e8580f18ddaf025bde881f5?pvs=21) ",,,"July 29, 2025 12:04 PM",
"Eason Chen 在 Instagram: ""【乐仔Levi的作品】男生化妆真的巨简单，背着兄弟偷偷卷就完事了！ #髮型 #素顏霜 #微分碎蓋 #""",Done,"備查, 短影音觀看",,https://www.instagram.com/reel/DMRKZxyztc6/?igsh=MXVrcXVuM3I4bzdheQ==,"Eason Chen 在 Instagram: ""【乐仔Levi的作品】男生化妆真的巨简单，背着兄弟偷偷卷就完事了！ #髮型 #素顏霜 #微分碎蓋 #""  (https://www.notion.so/Eason-Chen-Instagram-Levi-24445cd11e8580f9901fc8f8441a84f4?pvs=21) ",,,"July 28, 2025 6:43 PM",
"LosslessCut 旨在成為跨平台 FFmpeg GUI 的終極選擇，專門用於對影片、音訊、字幕和其他相關媒體檔案進行極速且無損的操作。
",Done,備查,,"  https://www.facebook.com/share/p/1FzacWFFfs/?mibextid=wwXIfr","LosslessCut 旨在成為跨平台 FFmpeg GUI 的終極選擇，專門用於對影片、音訊、字幕和其他相關媒體檔案進行極速且無損的操作。
  (https://www.notion.so/LosslessCut-FFmpeg-GUI-24545cd11e8580198500d5f5edf402a5?pvs=21) ",LosslessCut 旨在成為跨平台 FFmpeg GUI 的終極選擇，專門用於對影片、音訊、字幕和其他相關媒體檔案進行極速且無損的操作。其主要功能是無損地裁剪和剪切影片及音訊檔案，這對於透過粗略剪輯從攝影機、GoPro、無人機等裝置拍攝的大型影片檔案來節省空間非常有用。它讓你能快速提取影片中的精華部分，並丟棄數GB的數據，無需進行緩慢的重新編碼，從而保留品質。或者，你可以在不需要編碼的情況下，為影片增加音樂或字幕軌。由於它幾乎直接複製數據，因此一切都非常迅速，這得益於強大的 FFmpeg，它完成了所有繁重的工作。,,"July 28, 2025 5:55 PM",
"DeepWiki | AI documentation you can talk to, for every repo",Done,備查,,https://deepwiki.com/,"DeepWiki | AI documentation you can talk to, for every repo  (https://www.notion.so/DeepWiki-AI-documentation-you-can-talk-to-for-every-repo-23e45cd11e85800ebd99f62250495076?pvs=21) ",,,"July 28, 2025 5:21 PM",
用AI來提高研究效率，已經是我每天的例行公事。不過那麼多AI工具，到底每個軟體的特色是什麼，以及要怎麼交互使用，才能發揮最大價值呢,Done,,,https://www.facebook.com/share/p/12M4yoBRdSt/?mibextid=wwXIfr,,,,"July 28, 2025 1:47 AM",
Bitly | bit.ly/2WsjFeq,Done,,,https://bit.ly/2WsjFeq?fbclid=IwQ0xDSwLyoFtleHRuA2FlbQIxMQABHpHVBsDYuD3Ly4vUa4CQDj19Aot9lR6ZnvrU0HI-ZSVYLi3aYj4eTOJIX09l_aem_l8X5ksVSac6Hg7Mkw15JOA,,,,"July 27, 2025 2:03 PM",
博客來電子書櫃,Done,書籍閱讀,,,"博客來電子書櫃 - Fireman 理財 (https://www.notion.so/Fireman-23e45cd11e8580888866e3b9b3ad7685?pvs=21) ",,,"July 27, 2025 1:00 PM",https://viewer-ebook.books.com.tw/viewer/index.html?readlist=all
1、同事打探你工資 嘴笨：老老實實說具體數字... - The Rich Mindset 富人思維 | Facebook,Done,短文閱讀,,https://www.facebook.com/permalink.php?story_fbid=711304051740488&id=100085826991003&rdid=d0qzZsdE8EPbk5Gm,"1、同事打探你工資 嘴笨：老老實實說具體數字... - The Rich Mindset 富人思維 | Facebook  (https://www.notion.so/1-The-Rich-Mindset-Facebook-23e45cd11e85809987d8dbf00685eb7e?pvs=21) ",,,"July 27, 2025 1:00 PM","1、同事打探你工資 嘴笨：老老實實說具體數字... - The Rich Mindset 富人思維 | Facebook
"
新股介紹：Figma 美股代號FIG ，下週掛牌上市，營收高速成長，AI布局成未來關鍵,Done,備查,,,"新股介紹：Figma 美股代號FIG ，下週掛牌上市，營收高速成長，AI布局成未來關鍵  (https://www.notion.so/Figma-FIG-AI-23e45cd11e858093bfabcdf11c9f7a38?pvs=21) ",,,"July 27, 2025 1:00 PM",
台積電財報解讀：四大關鍵訊號,Done,"備查, 短文閱讀",,,"台積電財報解讀：四大關鍵訊號  (https://www.notion.so/23e45cd11e85806291abf89e14840504?pvs=21) ",,,"July 27, 2025 1:00 PM",
(下篇)投資小白的交易理財課程:  投資新手必學的停損設定術,Done,"備查, 短文閱讀",,,"(下篇)投資小白的交易理財課程:  投資新手必學的停損設定術  (https://www.notion.so/23e45cd11e85802e9defc3e369ae1440?pvs=21) ",,,"July 27, 2025 1:00 PM",
https://www.facebook.com/share/p/19Bq9bX5Nn/?mibextid=wwXIfr,Done,,,,,,,"July 26, 2025 1:29 PM",
為什麼別人問AI都比我厲害？Anthropic公開5句讓AI聽懂、答對的實用問法－商周頭條｜商周,Done,短文閱讀,,https://www.businessweekly.com.tw/careers/blog/3019012?utm_source=facebook.com&utm_medium=social&utm_content=bw&utm_campaign=content,,,,"July 25, 2025 7:16 PM",
"邏輯進場 × 嚴謹調節 × 長線現金流
掌握 ETF 佈局與調節點，打造專屬你的操作系統。
-
📲《穹蒼美股 App》一套幫你建立投資邏輯的行動工具
📥 手機下載連結：https://www.cmoney.tw/r/256/51ix3a
-
🎯 限時優惠方案開放中：
🔸 台灣地區 ➤ https://cmy.tw/00Ajxu
🔸 海外地區 ➤ 請先下載 App：https://www.cmoney.tw/r/256/51ix3a
完成註冊後，於 App 內依照流程開通專業版功能。 
",Done,備查,,https://www.youtube.com/watch?v=A4vtz9eIvVo,,"《穹蒼美股 App》一套幫你建立投資邏輯的行動工具
📥 手機下載連結：https://www.cmoney.tw/r/256/51ix3a",,"July 25, 2025 7:12 PM",
Claude Code v1.0.60 正式支援 /agents 斜線命令，讓你可以直接從 Claude Code 呼叫 Claude Code SDK，以多個 Sub-Agents 同時執行的多重任務，,Done,備查,,https://www.facebook.com/watch/?v=1796760107925916&rdid=gtvOkec9cLg3jvGy,,,,"July 25, 2025 10:31 AM",
"ALaN 在 Instagram: ""3款免費商用字體推薦 ✅ 免費下載 ✅ 可以商用 ✅ 就很好看 1️⃣ 小米黑體 正負空間拿捏剛好 閱讀舒適度度甚至大於臺北黑體 關鍵字：中性、平衡、穩重 2️⃣ 台灣明體 看網路上分享挖到的寶藏字體 差別就在邊緣添加彎曲的趣味感 關鍵字：質感、高貴、不落俗套 ⚠️留言補充：商用有些許爭議請注意 3️⃣ 饅頭黑體 俗稱：平民款激燃體 沒有預算買它的設計師 我們先用饅頭黑體頂一下 關鍵字：突顯、大膽、動感 影片部分素材：設事未深-字體大補帖""",Done,短文閱讀,,https://www.instagram.com/reel/DKjiJPkz9K0/?igsh=MXgxdWV5bzFjY3dvZQ==,,,,"July 25, 2025 9:54 AM",
"斯特AI 在 Instagram: ""#ai#ai认知#ai工具#干货分享""",Done,短影音觀看,,https://www.instagram.com/reel/DMbt1jhJoFI/?igsh=MXM3NWQ5YmE3ZjQ4ZA==,,"media ai, fish speech, tinywow",ai,"July 25, 2025 9:32 AM",
